15
1000
[-6 -7 13 0 24 -16 0 -10 -24 -6 -21 22 -9 0 -8]
[-2 -16 -17 -25 -27 6 2 -26 30 1 -31 -12 32 72 17]
[14 4 -14 54 -8 -14 -23 30 -20 -44 -30 4 -9 -18 14]
[12 15 14 -18 -6 39 45 17 21 41 26 -21 24 4 -25]
[-1 -12 39 -73 -18 -26 -27 26 -24 0 0 11 -30 -67 15]
[-32 -33 -56 -35 -31 -40 -8 2 -64 -23 -60 -33 -3 6 -7]
[33 6 17 -32 -29 -53 -19 15 -9 4 -19 -20 -38 38 -2]
[-14 -12 -26 -29 -40 36 13 -25 -46 -15 -22 23 29 8 1]
[2 -73 -25 -18 -75 -41 -5 42 21 33 0 2 0 -38 15]
[-12 -29 31 23 8 -27 33 -20 13 22 -5 -39 61 -30]
[21 5 -1 6 -9 -20 -19 -1 -14 -24 5 -42 -37 -23 -15]
[5 47 34 -1 5 6 57 -15 38 -20 17 18 -6 -12 -32]
[12 -11 -41 27 14 62 18 -31 -9 26 12 27 -17 -41 8]
[-14 24 14 21 5 10 48 28 52 -20 6 10 0 31 -30]
[31 62 -20 24 -16 3 -24 17 43 75 39 -18 -28 23 -5]
[-45 17 3 -11 17 -23 8 39 -24 -17 43 7 -41 -38 -10]
[78 36 -21 -23 -21 -13 43 6 -81 1 -27 10 14 -37]
[14 -5 -19 0 -8 23 -27 8 -21 -46 -7 -6 -27 -10 -2]
[46 -37 -55 16 -11 5 80 49 35 30 -15 -32 -59 -41 1]
[2 -20 1 18 -5 -24 -22 18 26 3 -40 -42 -38 15 -39]
[14 -27 4 41 -33 2 -2 -9 33 -22 38 -18 25 34 -14]
[-31 -27 -9 -29 37 33 -4 -58 26 -9 -2 17 9 -3 -15]
[42 61 -50 -31 -36 43 24 -20 85 -14 36 -40 -54 14 2]
[-9 8 30 5 -16 0 19 -16 -25 -12 -44 53 -15 -40 -29]
[-11 -46 -52 -25 -12 57 58 48 10 5 -14 35 -4 -11 1]
[-67 -76 -8 61 -20 -12 53 -6 -17 -29 -16 36 4 50 1]
