15
1000
[164 48 38 124 -62 139 -7 -16 10 -115 -1 -80 -162 22 -119]
[96 146 -232 145 -68 -27 85 -181 -270 143 135 227 -142 18 -2]
[30 -183 -156 -163 -31 -93 -159 -6 135 -402 -296 -36 -129 83 26]
[-29 -152 -44 -259 313 -57 -23 120 -10 -251 -73 44 -23 325 -134]
[193 133 121 134 -95 54 -76 60 -36 -121 75 -113 163 153 -28]
[103 98 26 -146 -170 -42 95 22 -138 -96 -104 -98 -148 -117 -58]
[-70 -102 63 -185 45 -123 -92 -138 -78 59 69 -237 -187 -243 367]
[105 226 -91 -441 -60 -347 -313 185 32 62 77 289 1 -140 5]
[149 32 -34 81 -59 -64 -63 -46 -14 24 -13 4 16 -173 -37]
[-357 -133 -412 -315 -113 -108 -131 -25 52 -68 -150 248 -221 -115 96]
[86 207 357 138 47 163 130 -81 -166 -121 -145 -357 -77 -216 -6]
[-146 -241 33 -56 -328 -289 109 -146 156 105 -5 42 -28 99 64]
[-85 -35 -29 -77 -106 -74 -163 -28 -85 -8 31 104 115 170 120]
[103 -149 55 -165 94 67 112 107 -143 -76 -165 -166 -85 -118 112]
[18 6 -269 11 -99 -124 7 -10 -62 -107 -40 -37 -29 -189 -102]
[-131 -58 -47 -13 24 -35 84 130 310 10 170 227 148 213 23]
[-14 -195 -226 -276 51 138 -96 10 -49 -96 115 239 158 -11 20]
[42 120 63 -107 318 46 190 -10 164 221 79 91 210 46 -103]
[-135 -131 146 -269 -78 -16 198 -117 206 -158 171 45 68 322 -32]
[39 74 39 187 196 45 130 153 220 116 69 -23 -51 11 26]
[145 267 -118 -297 -505 10 -96 -224 -114 -142 -157 -215 -344 160 6]
[69 12 105 -132 -44 14 56 100 62 -174 -327 -145 110 -48 -199]
[90 -59 -94 17 -84 -242 207 -50 -45 -162 115 -55 -126 269 23]
[-111 119 -50 193 230 77 193 116 117 190 122 116 3 -60 -71]
[47 66 43 81 258 11 24 131 101 -27 -111 20 94 -115 -126]
[-157 -124 -49 -182 251 34 -43 364 119 209 250 -18 195 118 -24]
[62 -163 -233 -246 -139 -4 141 184 64 -15 135 -116 134 -82 10]
[-79 -165 -202 -24 47 -56 -152 12 -57 72 74 123 163 49 -71]
[-35 -197 -102 8 -24 68 -27 86 -124 -223 -238 -205 -199 -265 -236]
[-92 108 -101 11 -213 -4 192 -108 176 -7 157 -328 43 -144 -15]
[253 42 -71 -99 83 -107 -263 7 -221 94 -85 109 146 -29 -167]
[-16 -133 -151 -236 -90 -286 -171 -260 -162 -314 -175 -208 20 -47 -29]
[402 155 0 30 -350 129 -327 55 -336 -153 -219 -39 -54 178 -2]
[70 9 189 161 87 264 227 46 173 -77 107 -136 -63 -159 26]
[81 301 99 283 154 -105 93 19 -61 -161 -130 33 223 -79 108]
[-23 -123 -22 -21 10 -116 -131 55 82 -35 145 2 75 33 127]
[190 1 63 -156 -167 -134 2 31 145 223 240 245 -15 106 -8]
[-113 165 -65 -108 201 62 63 -134 -141 -13 -29 -65 133 113 120]
[-68 148 208 363 49 48 -111 79 137 -404 189 -165 264 15 -20]
[333 32 199 144 88 99 -119 -85 -195 -88 157 8 206 -108 -61]
[-24 100 -190 -125 -140 -57 239 1 15 246 -79 -182 -98 -100 -112]
[253 -38 -249 -69 -18 -93 -73 -92 -162 -78 -228 48 186 120 -104]
[-58 301 243 69 93 30 99 59 89 21 -110 0 -55 260 -33]
[207 138 46 10 100 129 7 -43 -182 47 -6 -212 -272 -113 35]
[73 -118 17 62 -118 -243 -146 -101 117 -80 -213 -8 -1 -42 -12]
[21 -91 298 95 -63 9 -111 -335 -232 -22 -30 -49 155 -137 -132]
[-198 315 -162 -32 -17 -124 -17 -37 -76 -103 3 3 125 2 254]
[-115 -54 46 -201 -52 -9 -135 -4 -64 -135 81 -153 -111 36 -100]
[-16 114 141 184 72 -51 95 -121 169 -104 -63 56 25 -107 84]
[37 136 6 -86 -124 -89 -190 -188 -232 -80 -115 -175 171 -110 30]
[183 34 112 -285 -162 -17 -375 121 103 -106 -15 193 32 -109 13]
[347 -39 80 143 147 177 358 8 -64 29 126 -113 -32 -15 -20]
[-6 -100 19 -272 146 151 -45 -150 -403 42 -81 191 -40 222 9]
[-183 -54 15 -55 11 -108 153 95 23 160 68 -125 134 -183 -22]
[-246 65 -151 -190 -132 -23 0 -59 -19 10 82 192 60 44 -132]
[125 75 77 -95 -17 -47 179 462 354 271 -100 -161 -92 10 20]
[-74 -81 -5 38 -194 -101 -134 -132 -148 -152 -161 -85 7 93 57]
[-122 -143 -61 -171 279 -55 67 188 96 180 -130 -59 -61 -53 53]
[-27 -164 24 207 -299 -223 91 -73 -255 202 -333 198 -50 -34 35]
[-7 -170 -82 -61 -107 -55 -52 4 188 104 102 125 87 52 158]
[69 -171 153 -12 -93 -346 35 174 120 -147 322 4 32 59 25]
[-70 43 -141 170 92 38 -172 -265 232 169 14 -92 -160 -3 -84]
[28 -282 -115 220 -41 150 -11 39 -170 -238 -78 -46 80 -206 229]
[-344 -210 -1 -25 -293 -21 -92 448 -100 -7 -63 57 206 -145 48]
[-116 -33 10 -22 170 89 -76 146 47 -110 -82 -34 -8 41 -15]
[33 -130 -121 10 -169 185 -165 -125 -21 36 31 -97 -85 171 114]
[141 150 154 -91 -257 98 -250 206 -172 -156 216 11 -53 4 3]
[-125 -118 -37 54 6 -143 67 119 143 -95 -383 -71 -231 294 7]
[54 119 109 45 168 -35 101 -25 -98 189 -57 119 99 120 -37]
[-251 -235 -135 -111 -104 32 -123 51 109 36 162 3 -297 -149 -44]
[-70 143 95 42 186 -74 275 194 204 -249 -42 -35 -55 166 212]
[89 55 -105 4 -131 75 63 -215 -78 -16 27 -181 5 -140 -228]
[45 -152 325 -57 175 -177 -85 64 -86 114 197 204 95 -65 63]
[-89 -86 -4 -78 27 102 63 -14 -59 -79 -6 -45 -119 -45 -128]
[-5 206 63 -140 -39 103 -208 -93 -63 -159 -13 44 -125 66 199]
[-52 158 68 106 29 169 154 178 354 59 143 95 -6 8 -11]
[108 20 -42 21 32 -346 -90 30 -49 -178 107 96 58 -36 -33]
[-22 -5 39 184 22 -39 6 -36 8 8 -244 -49 -55 -201 79]
[63 -183 243 37 211 -250 -406 276 35 117 518 45 54 35 -7]
[-182 -352 -88 125 -127 28 199 -50 149 257 -47 37 -137 -70 2]
[-60 -63 -305 68 -17 -223 121 -172 -54 -16 -31 27 210 132 -31]
[-196 88 -196 -162 -95 -52 -103 -199 81 186 9 -22 -194 -128 132]
[45 30 -47 -124 -103 63 -61 109 65 266 109 104 51 184 -108]
[-6 24 15 -313 45 -183 -221 -103 80 40 -246 283 -321 -32 -8]
[-72 -51 22 -50 -30 -303 -227 222 220 -32 547 -64 44 -130 52]
[-162 108 -161 -96 -97 -116 -94 90 58 116 68 111 269 140 127]
[-137 -183 -136 27 145 192 122 141 262 220 -130 -66 69 -2 -114]
[-6 -113 -255 108 -271 100 405 -310 173 206 66 -31 75 -29 -33]
[-450 -322 220 205 -150 47 -16 186 -80 -199 115 -44 -316 -283 -12]
[146 -205 -241 298 260 12 207 195 91 21 -186 -128 -39 120 60]
[-22 83 185 21 -11 248 -231 -104 116 -167 -253 28 62 -163 -53]
[-160 -214 67 283 125 -94 -181 -97 -121 -167 139 -76 -79 -60 -239]
[-67 31 26 99 -235 94 -82 61 72 -35 -202 68 43 178 32]
[70 223 141 4 86 -295 28 188 -97 276 -94 -174 184 -120 -28]
[-169 -90 20 -325 -100 9 -541 -40 -26 55 -244 184 -170 135 -89]
[105 -151 -36 6 -54 159 -23 -27 12 -78 55 132 51 133 -207]
[-143 295 481 223 -270 129 -177 254 -143 -20 297 -237 -167 -262 -18]
[-202 99 36 -100 47 -38 304 -2 18 16 -30 -90 -115 -111 -3]
[-117 112 -32 304 -31 65 -306 119 -50 -313 -84 -17 35 20 43]
[52 173 -83 13 -59 92 -51 -42 480 131 183 19 -121 -72 55]
[29 -41 77 -73 179 78 108 6 118 31 132 3 17 106 -7]
[31 177 -50 -85 20 -21 8 113 24 -173 72 178 190 -95 68]
[123 113 -21 69 17 383 142 93 -6 -185 -105 17 -215 -102 6]
[-310 -84 216 62 -34 -179 -228 -127 -78 -175 -116 6 88 79 -10]
[46 -108 -55 -54 -41 -88 -49 9 136 0 -55 -66 111 107 157]
[80 175 -36 -225 125 -59 -163 113 475 130 -6 136 -224 -134 76]
[16 175 91 140 349 42 407 202 -43 -72 90 -57 -158 -211 50]
[-244 121 -204 52 -95 241 31 71 -300 -69 -227 -144 -193 -173 -5]
[37 -156 -85 10 -33 118 102 56 137 133 35 101 189 -5 31]
[-74 176 -35 -216 -175 -216 -106 237 -98 0 68 68 343 46 69]
[193 252 -42 93 92 279 136 -30 -2 106 -5 18 -83 31 -97]
[311 225 135 22 5 45 -60 176 -279 148 127 -205 432 293 -44]
[204 183 -221 -25 -26 196 35 -419 212 -399 -176 -209 -127 -16 18]
[-79 26 -60 -100 10 102 109 186 84 200 -57 153 22 -121 24]
[76 -123 65 -245 13 -134 119 -139 206 91 146 -51 -80 -260 -67]
[161 -334 -118 -264 -431 -244 -277 -342 -7 -8 96 160 147 74 12]
[-8 201 -35 -16 -56 -154 -79 100 14 19 102 201 -28 -105 3]
[-181 279 61 279 178 -172 42 64 -191 -166 229 -36 189 17 -134]
[-60 -9 270 105 198 122 -17 174 179 -18 258 275 63 -41 73]
[196 260 273 55 -69 -97 -128 -92 22 -126 100 -2 -106 283 -22]
[-22 33 170 -51 -45 182 63 -48 -69 -182 32 18 -223 -167 -2]
[30 -19 -46 3 -135 -139 146 109 -82 -47 227 83 370 -153 -13]
[-14 -252 107 175 67 278 -187 157 20 22 4 150 -22 77 -54]
[145 171 -38 91 36 107 66 91 276 151 158 -55 -20 -24 4]
[-70 -158 -112 57 12 43 -217 -57 -101 159 112 -43 27 13 -44]
[230 -116 130 -193 157 71 -66 129 -21 74 -47 189 -265 125 -128]
[-9 -21 4 -28 169 138 65 90 153 137 -22 -61 -120 -246 -57]
[103 -98 -22 87 155 -11 -113 -234 -116 165 -43 -127 -23 -56 -185]
[-15 111 205 -119 -272 116 163 -169 -104 -45 214 99 -15 -40 98]
[-164 129 -196 138 -258 -103 135 -192 -30 -4 -40 -138 -49 130 235]
[157 -52 -34 -97 93 152 -22 -27 19 -31 -394 -189 -35 -127 57]
[4 16 22 122 108 -86 -158 -91 -25 -84 -89 87 46 -87 37]
[15 83 -298 35 12 139 95 -94 146 -218 247 262 92 -53 -12]
[7 -37 -189 -80 19 86 46 109 78 -12 -300 -167 -60 4 1]
[-178 -282 96 92 151 106 202 4 -179 17 -167 -11 199 44 -47]
[-131 43 106 -185 56 -203 -87 62 36 -44 100 -212 -18 209 18]
[-57 55 -327 -137 74 192 -16 -13 142 -135 -39 367 309 107 -26]
[28 -177 -25 -79 -98 -78 31 23 -54 -174 63 -134 -155 -39 -130]
[-116 47 35 -139 -47 32 42 7 124 198 143 222 123 -83 -142]
[132 -64 114 -231 156 -276 135 -156 111 57 38 -34 130 -211 44]
[66 49 -225 130 -252 -47 89 61 27 -257 -70 -82 -62 -84 13]
[53 112 -85 4 12 93 -131 30 -95 -40 -169 69 -29 39 135]
[-58 -97 6 -221 -343 -322 -229 -3 36 111 -11 -76 -143 3 77]
[107 28 142 240 -48 -46 24 -42 39 -102 87 5 133 -90 -191]
[-106 229 -284 76 -12 -296 -380 -61 -159 208 -324 12 109 -153 -11]
[63 -217 371 18 122 -50 118 -160 199 -6 32 -15 14 120 135]
[52 -30 -203 -113 -55 -3 90 34 -39 157 269 -75 -19 350 66]
[98 -100 -174 -106 -102 -259 -219 -102 74 -204 -101 134 -107 76 75]
[-4 -52 43 6 58 3 42 -6 -15 183 255 222 225 223 149]
